,Difficulty_Level,Key,Link,Range,Tempo,Time_Signature,Title,,,
1408,intermediate,A major,/tunes/ranish-op2-no4-presto.pdf,"('E', '4', 'C#', '6')",120 BPM,4-Feb,Presto Flute Sonata No. 4 in A major,A,4,/tunes/ranish-op2-no4-presto
849,intermediate,A major,/tunes/reel-of-tulloch.pdf,"('G\xe2\x99\xae', '4', 'A', '5')",100 BPM,2-Feb,Reel of Tulloch,A,4,/tunes/reel-of-tulloch
1743,intermediate,A major,/tunes/naudot-op1-no1-iii-rondeau.pdf,"('E', '4', 'D', '6')",126 BPM,8-Mar,Rondeau Flute Sonata No. 1 in A major,A,4,/tunes/naudot-op1-no1-iii-rondeau
2771,intermediate,A major,/tunes/schubert-piano-sonata-no20-rondo.pdf,"('F#', '4', 'A', '6')",120 BPM,4-Apr,Rondo Piano Sonata No. 20,A,4,/tunes/schubert-piano-sonata-no20-rondo
497,intermediate,A major,/tunes/paganini-centone-di-sonate-no1-rondoncino.pdf,"('C#', '4', 'B', '6')",112 BPM,4-Feb,Rondoncino Centone di sonate No.1 in A minor,A,4,/tunes/paganini-centone-di-sonate-no1-rondoncino
2519,easy,A major,/tunes/boismortier-op13-no12-sarabande.pdf,"('E', '4', 'A', '5')",72 BPM,4-Mar,"Sarabande 12 Petites sonates Ã  deux FlÃ»tes TraversiÃ¨res, No. 12",A,4,/tunes/boismortier-op13-no12-sarabande
1381,intermediate,A major,/tunes/telemann-canonic-sonata-no5-scherzando.pdf,"('D', '4', 'D', '6')",69 BPM,8-Jun,"Scherzando Six Canonic Sonatas for Two Flutes, No. 5",A,4,/tunes/telemann-canonic-sonata-no5-scherzando
1954,intermediate,A major,/tunes/scott-skinners-compliments-to-dr-macdonald.pdf,"('E', '4', 'B', '5')",92 BPM,4-Apr,Scott Skinner's Compliments to Dr. MacDonald,A,4,/tunes/scott-skinners-compliments-to-dr-macdonald
1488,intermediate,A major,/tunes/mozart-the-magic-flute-seid-uns-zum-zweiten-mal-wilkommen.pdf,"('E', '4', 'E', '6')",144 BPM,8-Jun,Seid uns zum zweiten Mal wilkommen The Magic Flute,A,4,/tunes/mozart-the-magic-flute-seid-uns-zum-zweiten-mal-wilkommen
615,easy,A major,/tunes/she-moved-through-the-fair.pdf,"('G\xe2\x99\xae', '4', 'A', '5')",72 BPM,4-Mar,She Moved Through the Fair,A,4,/tunes/she-moved-through-the-fair
2400,intermediate,A major,/tunes/veracini-sonate-accademiche-no6-siciliana.pdf,"('D', '4', 'A', '6')",66 BPM,8-Dec,"Siciliana Sonate accademiche, No. 6 in A major",A,4,/tunes/veracini-sonate-accademiche-no6-siciliana
1464,intermediate,A major,/tunes/telemann-six-sonatas-for-two-flutes-no3-siciliana.pdf,"('D', '4', 'E', '6')",88 BPM,8-Dec,"Siciliana Sonates sans Basse Ã  deux Flutes traverses, No. 5",A,4,/tunes/telemann-six-sonatas-for-two-flutes-no3-siciliana
113,easy,A major,/tunes/simple-gifts.pdf,"('E', '4', 'E', '5')",120 BPM,4-Apr,Simple Gifts,A,4,/tunes/simple-gifts
2388,intermediate,A major,/tunes/bach-gottes-zeit-ist-die-allerbeste-zeit-sonatina.pdf,"('Ab', '4', 'C', '6')",30 BPM,4-Apr,Sonatina Gottes Zeit ist die allerbeste Zeit,A,4,/tunes/bach-gottes-zeit-ist-die-allerbeste-zeit-sonatina
845,intermediate,A major,/tunes/speed-the-plough.pdf,"('E', '4', 'A', '5')",200 BPM,2-Feb,Speed the Plough,A,4,/tunes/speed-the-plough
663,intermediate,A major,/tunes/mendelssohn-spring-song.pdf,"('D', '4', 'C#', '6')",84 BPM,4-Feb,"Spring Song Songs without Words, Book 5",A,4,/tunes/mendelssohn-spring-song
1091,intermediate,A major,/tunes/gariboldi-twenty-studies-no10.pdf,"('E', '4', 'E', '6')",92 BPM,4-Mar,Study No. 10 in A major Twenty Studies,A,4,/tunes/gariboldi-twenty-studies-no10
1647,advanced,A major,/tunes/karg-elert-30-studies-for-flute-solo-no10.pdf,"('D', '4', 'A', '6')",120 BPM,16-Sep,Study No. 10 in A major 30 Studies for Flute Solo,A,4,/tunes/karg-elert-30-studies-for-flute-solo-no10
1864,intermediate,A major,/tunes/gariboldi-etudes-mignonnes-no11.pdf,"('E', '4', 'F#', '6')",108 BPM,4-Apr,Study No. 11 in A major Etudes mignonnes,A,4,/tunes/gariboldi-etudes-mignonnes-no11
1333,intermediate,A major,/tunes/berbiguier-18-exercises-no13.pdf,"('D#', '4', 'A', '6')",108 BPM,4-Apr,Study No. 13 in A major 18 Exercises or Etudes for Flute,A,4,/tunes/berbiguier-18-exercises-no13
2941,intermediate,A major,/tunes/drouet-methode-pour-la-flute-study-no13.pdf,"('D', '4', 'E', '6')",104 BPM,4-Apr,Study No. 13 in A major MÃ©thode pour la flÃ»te,A,4,/tunes/drouet-methode-pour-la-flute-study-no13
1009,intermediate,A major,/tunes/kohler-op33-no1-study-no14-in-a-major.pdf,"('C#', '4', 'A', '6')",92 BPM,4-Apr,"Study No. 14 in A major Progress in Flute Playing, Book 1",A,4,/tunes/kohler-op33-no1-study-no14-in-a-major
1535,easy,A major,/tunes/gariboldi-thirty-easy-and-progressive-studies-no14.pdf,"('E', '4', 'D', '6')",96 BPM,4-Apr,Study No. 14 in A major Thirty Easy and Progressive Studies,A,4,/tunes/gariboldi-thirty-easy-and-progressive-studies-no14
1160,intermediate,A major,/tunes/gariboldi-twenty-studies-no16.pdf,"('E', '4', 'A', '6')",92 BPM,8-Sep,Study No. 16 in A major Twenty Studies,A,4,/tunes/gariboldi-twenty-studies-no16
2219,intermediate,A major,/tunes/demersseman-op4-no16.pdf,"('A', '4', 'A', '6')",100 BPM,2-Feb,Study No. 16 in A major 50 Etudes mÃ©lodiques,A,4,/tunes/demersseman-op4-no16
2620,intermediate,A major,/tunes/boehm-24-etudes-op37-no19.pdf,"('C#', '4', 'A', '6')",108 BPM,4-Feb,Study No. 19 in A major 24 Etudes,A,4,/tunes/boehm-24-etudes-op37-no19
2804,advanced,A major,/tunes/boehm-24-caprice-etudes-op26-no19.pdf,"('C#', '4', 'A', '6')",144 BPM,8-Mar,Study No. 19 in A major 24 Caprice-Etudes,A,4,/tunes/boehm-24-caprice-etudes-op26-no19
2105,intermediate,A major,/tunes/demersseman-op4-no2.pdf,"('A', '4', 'A', '6')",144 BPM,4-Feb,Study No. 2 in A major 50 Etudes mÃ©lodiques,A,4,/tunes/demersseman-op4-no2
2414,intermediate,A major,/tunes/drouet-72-studies-for-the-boehm-flute-no20.pdf,"('C#', '4', 'A', '6')",138 BPM,4-Apr,Study No. 20 in A major 72 Studies for the Boehm Flute,A,4,/tunes/drouet-72-studies-for-the-boehm-flute-no20
1635,intermediate,A major,/tunes/gariboldi-thirty-easy-and-progressive-studies-no26.pdf,"('D#', '4', 'E', '6')",160 BPM,4-Mar,Study No. 26 in A major Thirty Easy and Progressive Studies,A,4,/tunes/gariboldi-thirty-easy-and-progressive-studies-no26
2021,intermediate,A major,/tunes/kummer-op129-no29.pdf,"('C#', '4', 'A', '6')",112 BPM,4-Apr,Study No. 29 in A major 32 Etudes amusantes et instructives,A,4,/tunes/kummer-op129-no29
2551,intermediate,A major,/tunes/drouet-72-studies-for-the-boehm-flute-no38.pdf,"('C#', '4', 'G\xe2\x99\xae', '6')",60 BPM,4-Feb,Study No. 38 in A major 72 Studies for the Boehm Flute,A,4,/tunes/drouet-72-studies-for-the-boehm-flute-no38
2599,intermediate,A major,/tunes/drouet-72-studies-for-the-boehm-flute-no44.pdf,"('C#', '4', 'A', '6')",112 BPM,4-Mar,Study No. 44 in A major 72 Studies for the Boehm Flute,A,4,/tunes/drouet-72-studies-for-the-boehm-flute-no44
2346,intermediate,A major,/tunes/gariboldi-vingt-etudes-chantantes-op88-no5.pdf,"('E', '4', 'F#', '6')",60 BPM,4-Apr,Study No. 5 in A major Vingt Ã©tudes chantantes pour la flÃ»te,A,4,/tunes/gariboldi-vingt-etudes-chantantes-op88-no5
2721,intermediate,A major,/tunes/drouet-72-studies-for-the-boehm-flute-no55.pdf,"('C#', '4', 'A', '6')",108 BPM,4-Apr,Study No. 55 in A major 72 Studies for the Boehm Flute,A,4,/tunes/drouet-72-studies-for-the-boehm-flute-no55
2137,easy,A major,/tunes/demersseman-op4-no6.pdf,"('D#', '4', 'A', '6')",100 BPM,4-Apr,Study No. 6 in A major 50 Etudes mÃ©lodiques,A,4,/tunes/demersseman-op4-no6
2833,intermediate,A major,/tunes/drouet-72-studies-for-the-boehm-flute-no69.pdf,"('C#', '4', 'A', '6')",48 BPM,4-Apr,Study No. 69 in A major 72 Studies for the Boehm Flute,A,4,/tunes/drouet-72-studies-for-the-boehm-flute-no69
2874,intermediate,A major,/tunes/andersen-24-etudes-op30-no7.pdf,"('C#', '4', 'A', '6')",72 BPM,8-Dec,"Study No. 7 in A major 24 Etudes for Flute, Op. 30",A,4,/tunes/andersen-24-etudes-op30-no7
1362,intermediate,A major,/tunes/andersen-24-etudes-op33-no7.pdf,"('C#', '4', 'F#', '6')",112 BPM,4-Apr,"Study No. 7 in A major 24 Etudes for Flute, Op. 33",A,4,/tunes/andersen-24-etudes-op33-no7
2157,intermediate,A major,/tunes/andersen-18-etudes-op41-no7.pdf,"('D', '4', 'A', '6')",112 BPM,8-Mar,Study No. 7 in A major 18 Etudes for Flute,A,4,/tunes/andersen-18-etudes-op41-no7
1567,intermediate,A major,/tunes/kohler-op93-no2-study-no8-in-a-major.pdf,"('D#', '4', 'G#', '6')",76 BPM,8-Jun,"Study No. 8 in A major 20 Easy Melodic Progressive Exercises, Book 2",A,4,/tunes/kohler-op93-no2-study-no8-in-a-major
1836,intermediate,A major,/tunes/kummer-op129-no9.pdf,"('C#', '4', 'A', '6')",132 BPM,4-Feb,Study No. 9 in A major 32 Etudes amusantes et instructives,A,4,/tunes/kummer-op129-no9
2624,intermediate,A major,/tunes/drouet-72-studies-for-the-boehm-flute-no9.pdf,"('C#', '4', 'A', '6')",76 BPM,4-Apr,Study No. 9 in A major 72 Studies for the Boehm Flute,A,4,/tunes/drouet-72-studies-for-the-boehm-flute-no9
1273,intermediate,A major,/tunes/kohler-op93-no1-study-no9-in-a-major.pdf,"('E', '4', 'F#', '6')",132 BPM,8-Apr,"Study No. 9 in A major 20 Easy Melodic Progressive Exercises, Book 1",A,4,/tunes/kohler-op93-no1-study-no9-in-a-major
1672,easy,A major,/tunes/summer-evening.pdf,"('E', '4', 'F#', '5')",88 BPM,8-Jun,Summer Evening,A,4,/tunes/summer-evening
832,easy,A major,/tunes/sweet-hour-of-prayer.pdf,"('D', '4', 'D', '6')",40 BPM,8-Jun,Sweet Hour,A,4,/tunes/sweet-hour-of-prayer
3057,intermediate,A major,/tunes/taymouth-house.pdf,"('A', '4', 'A', '5')",112 BPM,4-Feb,Taymouth House,A,4,/tunes/taymouth-house
1582,easy,A major,/tunes/the-antrim-lasses.pdf,"('E', '4', 'A', '5')",92 BPM,8-Jun,The Antrim Lasses,A,4,/tunes/the-antrim-lasses
804,intermediate,A major,/tunes/the-atholl-highlanders.pdf,"('G\xe2\x99\xae', '4', 'A', '5')",120 BPM,8-Jun,The Atholl Highlanders,A,4,/tunes/the-atholl-highlanders
1245,intermediate,A major,/tunes/the-balmoral-highlanders.pdf,"('G#', '4', 'A', '5')",76 BPM,4-Feb,The Balmoral Highlanders,A,4,/tunes/the-balmoral-highlanders
603,intermediate,A major,/tunes/the-boys-of-malin.pdf,"('A', '4', 'B', '5')",200 BPM,4-Apr,The Boys of Malin,A,4,/tunes/the-boys-of-malin
453,intermediate,A major,/tunes/the-cliffs-of-doneen.pdf,"('G\xe2\x99\xae', '4', 'B', '5')",112 BPM,4-Mar,The Cliffs of Doneen,A,4,/tunes/the-cliffs-of-doneen
1133,intermediate,A major,/tunes/the-colosseum.pdf,"('E', '4', 'B', '5')",152 BPM,4-Apr,The Colosseum,A,4,/tunes/the-colosseum
1008,intermediate,A major,/tunes/the-contradiction.pdf,"('C#', '4', 'E', '6')",216 BPM,2-Feb,The Contradiction,A,4,/tunes/the-contradiction
245,intermediate,A major,/tunes/the-devil-in-the-kitchen.pdf,"('G\xe2\x99\xae', '4', 'A', '5')",100 BPM,4-Apr,The Devil in the Kitchen,A,4,/tunes/the-devil-in-the-kitchen
1069,intermediate,A major,/tunes/sullivan-the-mikado-the-flowers-that-bloom-in-the-spring.pdf,"('E', '4', 'A', '5')",88 BPM,8-Jun,The Flowers that Bloom in the Spring The Mikado,A,4,/tunes/sullivan-the-mikado-the-flowers-that-bloom-in-the-spring
1233,easy,A major,/tunes/the-heights-of-dargai.pdf,"('A', '4', 'A', '5')",92 BPM,8-Sep,The Heights of Dargai,A,4,/tunes/the-heights-of-dargai
878,easy,A major,/tunes/the-high-road-to-gairloch.pdf,"('A', '4', 'F#', '5')",96 BPM,4-Feb,The High Road to Gairloch,A,4,/tunes/the-high-road-to-gairloch
839,intermediate,A major,/tunes/the-high-road-to-linton.pdf,"('A', '4', 'A', '5')",160 BPM,4-Apr,The High Road to Linton,A,4,/tunes/the-high-road-to-linton
2150,intermediate,A major,/tunes/the-inverness-gathering.pdf,"('G\xe2\x99\xae', '4', 'A', '5')",132 BPM,4-Apr,The Inverness Gathering,A,4,/tunes/the-inverness-gathering
1766,easy,A major,/tunes/the-jovial-dancers.pdf,"('E', '4', 'B', '5')",84 BPM,8-Jun,The Jovial Dancers,A,4,/tunes/the-jovial-dancers
1688,intermediate,A major,/tunes/the-laird-o-drumblair.pdf,"('E', '4', 'B', '5')",160 BPM,4-Apr,The Laird oâ€™ Drumblair,A,4,/tunes/the-laird-o-drumblair
318,intermediate,A major,/tunes/debussy-childrens-corner-the-little-shepherd.pdf,"('E', '4', 'F#', '6')",68 BPM,4-Apr,The Little Shepherd Children's Corner,A,4,/tunes/debussy-childrens-corner-the-little-shepherd
1930,intermediate,A major,/tunes/the-lovat-scouts.pdf,"('G#', '4', 'A', '5')",96 BPM,4-Apr,The Lovat Scouts,A,4,/tunes/the-lovat-scouts
1800,easy,A major,/tunes/the-lowdon.pdf,"('C#', '4', 'A', '5')",120 BPM,4-Feb,The Lowdon,A,4,/tunes/the-lowdon
3085,intermediate,A major,/tunes/the-macneils-of-ugadale.pdf,"('A', '4', 'A', '5')",80 BPM,8-Jun,The MacNeils of Ugadale,A,4,/tunes/the-macneils-of-ugadale
1072,easy,A major,/tunes/the-night-paddy-murphy-died.pdf,"('D', '4', 'E', '5')",132 BPM,4-Apr,The Night Paddy Murphy Died,A,4,/tunes/the-night-paddy-murphy-died
2917,easy,A major,/tunes/the-showmans-jig.pdf,"('D', '4', 'A', '5')",100 BPM,8-Jun,The Showman's Jig,A,4,/tunes/the-showmans-jig
2078,easy,A major,/tunes/the-slumbering-minstrel.pdf,"('E', '4', 'E', '5')",69 BPM,4-Apr,The Slumbering Minstrel,A,4,/tunes/the-slumbering-minstrel
2637,easy,A major,/tunes/the-stool-of-repentance.pdf,"('A', '4', 'A', '5')",108 BPM,8-Jun,The Stool of Repentance,A,4,/tunes/the-stool-of-repentance
1241,easy,A major,/tunes/the-sweet-maid-of-glendaurel.pdf,"('G\xe2\x99\xae', '4', 'A', '5')",80 BPM,4-Feb,The Sweet Maid of Glendaurel,A,4,/tunes/the-sweet-maid-of-glendaurel
201,easy,A major,/tunes/the-yellow-rose-of-texas.pdf,"('C#', '5', 'D', '6')",100 BPM,4-Feb,The Yellow Rose of Texas,A,4,/tunes/the-yellow-rose-of-texas
2962,easy,A major,/tunes/theres-nae-luck.pdf,"('A', '4', 'A', '5')",126 BPM,4-Apr,There's Nae Luck,A,4,/tunes/theres-nae-luck
764,intermediate,A major,/tunes/macdowell-woodland-sketches-to-a-wild-rose.pdf,"('E', '4', 'F#', '6')",88 BPM,4-Feb,To a Wild Rose 10 Woodland Sketches,A,4,/tunes/macdowell-woodland-sketches-to-a-wild-rose
166,advanced,A major,/tunes/paradisi-sonata-no6-toccata.pdf,"('C#', '4', 'A', '6')",108 BPM,4-Feb,Toccata Sonata No. 6 in A major,A,4,/tunes/paradisi-sonata-no6-toccata
1126,advanced,A major,/tunes/strauss-tritsch-tratsch-polka.pdf,"('C#', '4', 'A', '6')",160 BPM,4-Feb,Tritsch-Tratsch Polka,A,4,/tunes/strauss-tritsch-tratsch-polka
1365,intermediate,A major,/tunes/telemann-canonic-sonata-no5-vivace.pdf,"('D', '4', 'B', '5')",112 BPM,4-Feb,"Vivace Six Canonic Sonatas for Two Flutes, No. 5",A,4,/tunes/telemann-canonic-sonata-no5-vivace
1472,intermediate,A major,/tunes/telemann-six-sonatas-for-two-flutes-no3-vivace.pdf,"('D', '4', 'E', '6')",76 BPM,4-Jun,"Vivace Sonates sans Basse Ã  deux Flutes traverses, No. 5",A,4,/tunes/telemann-six-sonatas-for-two-flutes-no3-vivace
1759,intermediate,A major,/tunes/naudot-op1-no1-iv-vivement.pdf,"('E', '4', 'D', '6')",108 BPM,4-Feb,Vivement Flute Sonata No. 1 in A major,A,4,/tunes/naudot-op1-no1-iv-vivement
805,intermediate,A major,/tunes/tchaikovsky-swan-lake-waltz.pdf,"('C#', '4', 'Bb', '6')",69 BPM,4-Mar,Waltz Swan Lake,A,4,/tunes/tchaikovsky-swan-lake-waltz
2331,intermediate,A minor,/tunes/blavet-op2-sonata-no6-adagio.pdf,"('E', '4', 'D', '6')",44 BPM,4-Apr,"Adagio Flute Sonata No. 6 in A minor, â€œLa Bougetâ€ù",Am,1,/tunes/blavet-op2-sonata-no6-adagio
1061,intermediate,A minor,/tunes/quantz-sonata-no1-adagio.pdf,"('E', '4', 'C', '6')",69 BPM,4-Apr,Adagio Sonata No. 1 in A minor,Am,1,/tunes/quantz-sonata-no1-adagio
553,intermediate,A minor,/tunes/bach-flute-sonata-no4-adagio.pdf,"('D#', '4', 'D', '6')",40 BPM,4-Apr,Adagio Sonata No. 4 in C major for flute and continuo,Am,1,/tunes/bach-flute-sonata-no4-adagio
1392,intermediate,A minor,/tunes/albinoni-trattenimenti-armonici-no1-iii-adagio.pdf,"('G', '4', 'C', '6')",69 BPM,4-Mar,"Adagio Trattenimenti armonici, Sonata No. 1 in C major",Am,1,/tunes/albinoni-trattenimenti-armonici-no1-iii-adagio
2163,easy,A minor,/tunes/marcello-recorder-sonata-in-c-major-op2-no6-iii-adagio.pdf,"('A', '4', 'E', '6')",76 BPM,2-Mar,Adagio Recorder Sonata No. 6 in C major,Am,1,/tunes/marcello-recorder-sonata-in-c-major-op2-no6-iii-adagio
904,intermediate,A minor,/tunes/handel-recorder-sonata-in-a-minor-adagio.pdf,"('G', '4', 'D', '6')",34 BPM,4-Apr,Adagio Recorder Sonata in A minor,Am,1,/tunes/handel-recorder-sonata-in-a-minor-adagio
1706,intermediate,A minor,/tunes/blavet-op1-sonata-no2-i-adagio.pdf,"('G', '4', 'C', '6')",56 BPM,4-Apr,Adagio Sonata for Two Flutes No. 2 in A minor,Am,1,/tunes/blavet-op1-sonata-no2-i-adagio
1195,easy,A minor,/tunes/loeillet-de-gant-op1-no1-i-adagio.pdf,"('F#', '4', 'C', '6')",60 BPM,4-Apr,"Adagio 12 Sonatas, Op. 1, No. 1",Am,1,/tunes/loeillet-de-gant-op1-no1-i-adagio
1491,intermediate,A minor,/tunes/ranish-op2-no7-i-adagio.pdf,"('E', '4', 'C', '6')",52 BPM,4-Apr,Adagio Flute Sonata No. 7 in A minor,Am,1,/tunes/ranish-op2-no7-i-adagio
1239,easy,A minor,/tunes/loeillet-de-gant-op1-no1-iii-adagio.pdf,"('G', '4', 'D', '6')",72 BPM,2-Mar,"Adagio 12 Sonatas, Op. 1, No. 1",Am,1,/tunes/loeillet-de-gant-op1-no1-iii-adagio
1263,easy,A minor,/tunes/albinoni-trattenimenti-armonici-no6-iii-adagio.pdf,"('G', '4', 'B', '5')",69 BPM,4-Mar,"Adagio Trattenimenti armonici, Sonata No. 6 in A minor",Am,1,/tunes/albinoni-trattenimenti-armonici-no6-iii-adagio
355,intermediate,A minor,/tunes/telemann-suite-in-a-minor-for-recorder-and-strings-air-a-litalien.pdf,"('G', '4', 'F', '6')",36 BPM,4-Apr,Air Ã  l'Italien Suite in A minor for Recorder and Strings,Am,1,/tunes/telemann-suite-in-a-minor-for-recorder-and-strings-air-a-litalien
1188,easy,A minor,/tunes/beethoven-symphony-no7-allegretto.pdf,"('B', '3', 'A', '5')",72 BPM,4-Feb,Allegretto Symphony No. 7 in A major,Am,1,/tunes/beethoven-symphony-no7-allegretto
2311,intermediate,A minor,/tunes/marcello-recorder-sonata-in-a-minor-op2-no10-iv-allegro.pdf,"('G', '4', 'E', '6')",100 BPM,8-Dec,Allegro Recorder Sonata No. 10 in A minor,Am,1,/tunes/marcello-recorder-sonata-in-a-minor-op2-no10-iv-allegro
344,intermediate,A minor,/tunes/handel-recorder-sonata-in-a-minor-iv-allegro.pdf,"('G', '4', 'F', '6')",116 BPM,4-Apr,Allegro Recorder Sonata in A minor,Am,1,/tunes/handel-recorder-sonata-in-a-minor-iv-allegro
885,intermediate,A minor,/tunes/handel-recorder-sonata-in-a-minor-ii-allegro.pdf,"('G', '4', 'D', '6')",116 BPM,4-Apr,Allegro Recorder Sonata in A minor,Am,1,/tunes/handel-recorder-sonata-in-a-minor-ii-allegro
1186,intermediate,A minor,/tunes/loeillet-de-gant-op1-no1-ii-allegro.pdf,"('G', '4', 'D', '6')",88 BPM,4-Apr,"Allegro 12 Sonatas, Op. 1, No. 1",Am,1,/tunes/loeillet-de-gant-op1-no1-ii-allegro
1714,intermediate,A minor,/tunes/blavet-op1-sonata-no2-ii-allegro.pdf,"('E', '4', 'D', '6')",100 BPM,4-Apr,Allegro Sonata for Two Flutes No. 2 in A minor,Am,1,/tunes/blavet-op1-sonata-no2-ii-allegro
1230,intermediate,A minor,/tunes/albinoni-trattenimenti-armonici-no6-iv-allegro.pdf,"('E', '4', 'B', '5')",126 BPM,4-Feb,"Allegro Trattenimenti armonici, Sonata No. 6 in A minor",Am,1,/tunes/albinoni-trattenimenti-armonici-no6-iv-allegro
723,intermediate,A minor,/tunes/bach-cpe-flute-sonata-in-a-minor-wq132-ii-allegro.pdf,"('D', '4', 'F', '6')",100 BPM,4-Feb,Allegro Sonata for Solo Flute in A minor,Am,1,/tunes/bach-cpe-flute-sonata-in-a-minor-wq132-ii-allegro
731,intermediate,A minor,/tunes/bach-cpe-flute-sonata-in-a-minor-wq132-iii-allegro.pdf,"('D', '4', 'E', '6')",66 BPM,8-Mar,Allegro Sonata for Solo Flute in A minor,Am,1,/tunes/bach-cpe-flute-sonata-in-a-minor-wq132-iii-allegro
1507,intermediate,A minor,/tunes/ranish-op2-no7-ii-allegro.pdf,"('E', '4', 'C', '6')",120 BPM,8-Mar,Allegro Flute Sonata No. 7 in A minor,Am,1,/tunes/ranish-op2-no7-ii-allegro
2286,intermediate,A minor,/tunes/marcello-recorder-sonata-in-a-minor-op2-no10-ii-allegro.pdf,"('F#', '4', 'C', '6')",112 BPM,4-Feb,Allegro Recorder Sonata No. 10 in A minor,Am,1,/tunes/marcello-recorder-sonata-in-a-minor-op2-no10-ii-allegro
1267,intermediate,A minor,/tunes/albinoni-trattenimenti-armonici-no6-ii-allegro.pdf,"('B', '3', 'C', '6')",104 BPM,4-Apr,"Allegro Trattenimenti armonici, Sonata No. 6 in A minor",Am,1,/tunes/albinoni-trattenimenti-armonici-no6-ii-allegro
1385,intermediate,A minor,/tunes/quantz-op2-duet-no2-allegro-assai.pdf,"('D', '4', 'E', '6')",116 BPM,4-Apr,Allegro assai Flute Duet No. 2 in A minor,Am,1,/tunes/quantz-op2-duet-no2-allegro-assai
1006,intermediate,A minor,/tunes/telemann-canonic-sonata-no6-allegro-assai.pdf,"('E', '4', 'C#', '6')",69 BPM,8-Mar,"Allegro assai Six Canonic Sonatas for Two Flutes, No. 6",Am,1,/tunes/telemann-canonic-sonata-no6-allegro-assai
516,intermediate,A minor,/tunes/paganini-centone-di-sonate-no1-allegro-maestoso.pdf,"('C', '4', 'E', '6')",168 BPM,4-Apr,Allegro maestoso Centone di sonate No.1 in A minor,Am,1,/tunes/paganini-centone-di-sonate-no1-allegro-maestoso
2340,intermediate,A minor,/tunes/blavet-op2-sonata-no6-allemanda.pdf,"('D#', '4', 'D', '6')",92 BPM,4-Apr,"Allemanda Flute Sonata No. 6 in A minor, â€œLa Bougetâ€ù",Am,1,/tunes/blavet-op2-sonata-no6-allemanda
1940,intermediate,A minor,/tunes/boismortier-op13-no3-allemande.pdf,"('D', '4', 'C', '6')",100 BPM,4-Apr,"Allemande 12 Petites sonates Ã  deux FlÃ»tes TraversiÃ¨res, No. 3",Am,1,/tunes/boismortier-op13-no3-allemande
455,advanced,A minor,/tunes/bach-partita-in-a-minor-for-solo-flute-allemande.pdf,"('D', '4', 'A', '6')",84 BPM,4-Apr,Allemande Partita in A minor for solo flute,Am,1,/tunes/bach-partita-in-a-minor-for-solo-flute-allemande
2534,intermediate,A minor,/tunes/berbiguier-op46-no1-andantino.pdf,"('D', '4', 'B', '5')",72 BPM,8-Jun,"Andantino 3 Duos Brillans &amp; Faciles pour Deux FlÃ»tes, No. 1",Am,1,/tunes/berbiguier-op46-no1-andantino
1959,advanced,A minor,/tunes/cristaldi-anemos.pdf,"('D', '4', 'D', '6')",69 BPM,4-Apr,Ã€nemos,Am,1,/tunes/cristaldi-anemos
527,intermediate,A minor,/tunes/grieg-peer-gynt-suite-no1-anitras-dance.pdf,"('B', '3', 'A', '6')",160 BPM,4-Mar,Anitra's Dance Peer Gynt Suite No. 1,Am,1,/tunes/grieg-peer-gynt-suite-no1-anitras-dance
3069,easy,A minor,/tunes/apples-in-winter.pdf,"('D', '4', 'E', '6')",100 BPM,8-Jun,Apples In Winter,Am,1,/tunes/apples-in-winter
2690,intermediate,A minor,/tunes/bantry-bay-boys.pdf,"('E', '4', 'A', '5')",92 BPM,8-Jun,Bantry Bay Boys,Am,1,/tunes/bantry-bay-boys
146,advanced,A minor,/tunes/bach-partita-in-a-minor-for-solo-flute-bourree-anglaise.pdf,"('D', '4', 'D', '6')",108 BPM,4-Feb,BourrÃ©e anglaise Partita in A minor for solo flute,Am,1,/tunes/bach-partita-in-a-minor-for-solo-flute-bourree-anglaise
